Date_of_Visit,District,Chiefdom,Section,Name_of_community,f_q1,f_q2,f_q3,f_q4,f_q5,f_q6
2015-01-13,Bo,Baoma,,Kenyema,0.0,,Because the use the burial bag,"Awareness is great , they are part of the fright.",People acting good towards the byelaw.,They do not eat bush meat.
2015-01-15,Bo,Baoma,,Jembe,1.0,They perform prayers for their loves one before the buried them.,,When will school reopen ?,They people accept burieal team.,Sterangers are not allow in their commumity .
2015-01-14,Bo,Baoma,,Kulama,,,,When will school reopen ?,They community people believe that Ebola is real.,Sterangers are not allow in their commumity .
2015-01-16,Bo,Baoma,,Kpakru,1.0,They community provide certin for the love one,,When will school reopen ?,They now that Ebola is real.,Sterangers are not allow in their commumity .
2015-01-13,Bo,Baoma,,Taninahun,1.0,It is the only way to drive Ebola,,When will school reopen ?,Their has been no death since our last visit.,Sterangers are not allow in their commumity .
2015-01-14,Bo,Baoma,,Shengama,1.0,They are handling the burieal with respect.,,They want the Government to help them to build school for them.,"Bikes are not allowed fter 7,00 clock.",Sterangers are not allow in their commumity .
2015-01-16,Bo,Baoma,,Pujehun,0.0,,They did not burieal their people well.,When will school reopen ?,Strangers are not allowed in the community.,Frequent hand washing.
2015-01-15,Bo,Baoma,,Gbaima,1.0,When they burieal team berried the dead it will help them not to touch dead body.,,When will school reopen ?,Issolation of sick,Frequent hand washing.
2015-01-14,Bo,Baoma,,Ngiehun,,,,We wnt to talk with Ebola surviours,Strangers are not allowed in the community.,No one is allowed to wash dead body.
2015-01-16,Bo,Baoma,,Kwellu,,,,When will school reopen ?,Strangers are not allowed in the community.,No one is allowed to hide sick person.
2015-01-07,Bo,Baoma,,Ngelahun,1.0,This can help to stop the spread of Ebola in our country.,,The government should reopen school now.,They community are working toward  the bye-laws set.,Don't allow strangers to enter the community.
2015-01-06,Bo,Baoma,,Gendema,1.0,This can help to stop the spread of Ebola in our country.,,The government should allow us move to there villages to see their family.,Since the set up the bye-laws people are really obeying them.,Don't not touch the dead body.
2015-01-08,Bo,Baoma,,Mbudorbu,1.0,It protcet the speard of the virus.,,For school to open because their children are surfering greatly.,No new death case since their last visit.,Abstain from eating bush meat especially monkeys or bat.
2015-01-07,Bo,Bumpe Ngao,,Serabu,,,,Ebola have increased starvation,Body contact has reduced,"No public gathering, no accomodation of strangers"
2015-01-06,Bo,Bumpe Ngao,,Dukpuimbu,1.0,The community was involved,,Increase in teenage pregnancy,The calling of medical personnel if someone is sick,"Strangers are not allowed, no one should bury the dead"
2015-01-07,Bo,Bumpe Ngao,,Janema ,1.0,Prayer was conducted on the dead,,Increase in teenage pregnancy,The creation of a checkpoint,"strangers are not allowed, sick person is isolated"
2015-01-08,Bo,Bumpe Ngao,,Kpanguma,1.0,The community was involved,,Ebola have stopped their cultural practices,The reporting of suspected cases to the nearest health facility,No washing of dead bodies
2015-01-09,Bo,Bumpe Ngao,,Bongor,1.0,Prayer was conducted on the dead,,Hunger and teenage pregnancy,Frequent hand washing,Strangers not allowed
2015-01-06,Bo,Bumpe Ngao,,Moyoru Junction,1.0,Prayer was conducted on the dead,,"Free medication for all categories of people, regardless of ebola",Frequent hand washing,Strangers not allowed
2015-01-07,Bo,Bumpe Ngao,,Bellebu,,,,Increase in teenage pregnancy,They are following the bye laws,general cleaning every last Saturday
2015-01-08,Bo,Bumpe Ngao,,Mangema,,,,Increase in cost of livelihood,Community people abiding to bye laqws,general cleaning every last Saturday
2015-01-09,Bo,Bumpe Ngao,,Kpetema,,,,Restriction of movements,"They have realised that if they abide by the laws, they cannot get ebola",Okaders are not allowed to enter the community after 7pm
2015-01-06,Bo,Bumpe Ngao,,Yoni,,,,Government to deploy health workers in communities to ensure that proper screening is done at check points,Community members embracing the bye laws,No strangers are allowed
2015-01-07,Bo,Bumpe Ngao,,Kejebu,1.0,The community was involved,,Government to train burial team volunteers in their own chiefdom,Community members have accepted the reality of ebola,Strangers not allowed
2015-01-06,Bo,Bumpe Ngao,,Manulahun,,,,The reopening of school,People abiding to bye laws,"Hand washing, strangers not allowed"
2015-01-08,Bo,Bumpe Ngao,,Dassamu,,,,When will ebola come to an end,Genwral cleaning on Fridays,No traditional medication is allowed
2015-01-09,Bo,Bumpe Ngao,,Sebehun Junction,,,,Government should provide veronica buckets and soap,They no longer allow strangers,Sick persons must go to the health facility
2015-01-07,Bo,Bumpe Ngao,,Walihun,,,,The end of ebola,Bye laws very effective,strangers are not allowed
2015-01-06,Bo,Bumpe Ngao,,Manjama,,,,The end of ebola,Community people sticking to bye laws,Strangers not allowed
2015-01-07,Bo,Bumpe Ngao,,Tongie,,,,The end of ebola,Community people abiding to bye laqws,strangers not allowed
2015-01-08,Bo,Bumpe Ngao,,Jimminga,,,,Ebola have stopped their cultural practices,Awareness have increased as people are taking preventive measures,"No eating of bush meats, isolation of the sick, strangers not allowed"
2015-01-09,Bo,Bumpe Ngao,,Sahn,,,,Ebola have brought setback in their businesses,Awareness have increased as people are taking preventive measures,Eating of bush meats forbidden
2015-01-07,Bo,Bumpe Ngao,,Banda,1.0,Family representatives monitored the burial team,,Restriction of movements,Frequent hand washing,No accomodation of strangers
2015-01-08,Bo,Bumpe Ngao,,Fablahun,,,,When will ebola come to an end,People now report all sick to the health centre,"No funeral service, no accomodation of strangers"
2015-01-09,Bo,Bumpe Ngao,,Sembehun,,,,When will school reopen,People now visit the health centre when they feels sick,"No public gathering, no accomodation of strangers"
2015-01-06,Bo,Bumpe Ngao,,Ngei Yegboiya,1.0,It was in line with safe and dignified burial,,Increase in teenage pregnancy,Sick peresons are refered to hospitals,No community burial
2015-01-06,Bo,Bumpe Ngao,,Pelewahun,1.0,Prayer was conducted on the dead,,Health workers in health centres no longer treat common illnesses,Acceptance of the safe burial procedures,Strangers are not alloewd
2015-01-07,Bo,Bumpe Ngao,,Taninahun,1.0,Prayer was conducted on the dead,,Lack of medicines in the health centre to treat other illnesses,Sick peresons are refered to hospitals,Okaders are not allowed to enter the community after 7pm
2015-01-08,Bo,Bumpe Ngao,,Mofoi,,,,Government should provide free medication for all type of illnesses,Community people no longer accommodate strangers,Okaders are not allowed to enter the community after 7pm
2015-01-06,Bo,Bumpe Ngao,,Tissana,,,,The end of ebola,The creation of a checkpoint,Strangers not allowed
2015-01-07,Bo,Bumpe Ngao,,Nyadehun,,,,The end of ebola,Frequent hand washing,Eating of bush meats forbidden
2015-01-08,Bo,Bumpe Ngao,,Foya,,,,Delay from the burial team,Community watchdog,Eating of bush meats forbidden
2015-01-09,Bo,Bumpe Ngao,,Benduma,,,,Slow respond from the medical team,The provision of veronica buckets,Strangers not allowed
2015-01-06,Bo,Bumpe Ngao,,Banda ,,,,Increased in starvation,The creation of a checkpoint,"No public gathering, no accomodation of strangers"
2015-01-07,Bo,Bumpe Ngao,,Bartihun,,,,Their produce is getting spoilt as a result of no business,They have securities now to ensure who is entering the community,Eating of bush meats forbidden
2015-01-09,Bo,Bumpe Ngao,,Yegema,,,,Increased in starvation,A check point to know those entering the community,Strangers not allowed
2015-01-08,Bo,Bumpe Ngao,,Komende,,,,When will ebila end,Frequent hand washing,Strangers not allowed
2015-01-06,Bo,Bumpe Ngao,,Kanga,1.0,,,"The hardship in the community ,No business in the country,No free movement, No Education, Increase in Teenage Pregnancy has been the conern of the People ",Increase in the awarenss of body contact,"Not  Acepeting of Bye  laws,Not Visiting Sick People,Not Attentding Brials"
2015-01-01,Bo,Bumpe Ngao,,Mojajo,1.0,,,"The Increase in teenage pregnancy, No  Sshool For their Chiren is the great concern",Incrase in the awareness of burial practices,"Not attending any burial Cremony , No Visit to visit Sick People, not to bry any dead body"
2015-01-08,Bo,Gbo,,Gbaima,0.0,,,"The Backwardness of the coutry, High Teenag Pregnancy, High Incease in poorverty  in the communities are some of their Concerns",Awareness in Burial Role play,"Stop washing dead body stop conducting burial activities, and to follow  the standard operational"
2015-01-09,Bo,Gbo,,Mokebia,0.0,,,When the state of emmergency be declear by the Government.,They abide by all the bye law  that have been implement.,"Too stop dody Praying togther to avoid body contact, Or to pay a fine of Five hundered thousand leones "
